id,name,img,price,mrp,rating,ratingTotal,discount,seller,purl
160,Woven Design Kanjeevaram Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22936376/2023/4/28/8f3d0804-9d33-4f01-802d-b143975b258e1682687145741Sarees1.jpg",749,2497,0,0,70,HERE&NOW,https://www.myntra.com/sarees/herenow/herenow-blue--red-floral-woven-design-zari-kanjeevaram-saree/22936376/buy
161,Striped Pure Cotton Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22934566/2023/4/28/89461f62-c880-4728-9fdf-3c01e7ee88a51682679040053Sarees1.jpg",2512,3490,0,0,28,Charukriti,https://www.myntra.com/sarees/charukriti/charukriti-striped-pure-cotton-saree/22934566/buy
162,Woven Design Silk Cotton Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22934340/2023/4/28/7aca58b6-b483-4253-999a-5b7c937a9d0c1682670755451Sarees1.jpg",2340,3250,0,0,28,Charukriti,https://www.myntra.com/sarees/charukriti/charukriti-ethnic-woven-design-silk-cotton-handloom-saree/22934340/buy
163,Kurti With Sharara & Dupatta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22913656/2023/4/27/03616c53-aa89-4972-a152-eab79845a6e61682569057195PinkCottonLurexIkatPrintKurtiShararaDupattaSet1.jpg",2949,4999,0,0,41,SCAKHI,https://www.myntra.com/kurta-sets/scakhi/scakhi-printed-ikat-shoulder-straps-gotta-patti-kurti-with-sharara--dupatta/22913656/buy
164,Printed Embellished Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22920520/2023/4/28/1dde48c9-765e-4aa6-bb84-76bf5ae17af01682634614361Sarees1.jpg",1343,4799,0,0,72,Anouk,https://www.myntra.com/sarees/anouk/anouk-green--copper-toned-geometric-printed-embellished-saree/22920520/buy
165,Woven Design Banarasi Silk Blend Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22920144/2023/4/27/591bc177-02a9-419a-93f8-0801820170ce1682607230687RAJGRANTHWomensBanarasiSilkWithJacquardPrintPartyWearSaree1.jpg",1399,6995,0,0,80,RAJGRANTH,https://www.myntra.com/sarees/rajgranth/rajgranth-blue--pink-ethnic-motifs-woven-design-zari-silk-blend-banarasi-saree/22920144/buy
166,Kurta with Trousers & Dupatta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22905028/2023/4/26/b297af14-f69f-4a5a-a100-f1ee4164e1bd1682503324051KurtaSets1.jpg",3500,4375,0,0,20,HOUSE OF JAMOTI,https://www.myntra.com/kurta-sets/house-of-jamoti/house-of-jamoti-bandhani-printed-gotta-patti-anarkali-kurta-with-trousers--dupatta/22905028/buy
167,Gold-Plated Long Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg",465,1699,0,0,1234,MANSIYAORANGE,https://www.myntra.com/jewellery-set/mansiyaorange/mansiyaorange-gold-plated-textured-long-jewellery-set/22867492/buy
168,Woven Design Art Silk Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22955348/2023/5/1/947fed9f-f44e-4195-8d7f-b1983216c95b1682908122226MeenaBazaarBurgundyGold-TonedWovenDesignZariArtSilkSaree1.jpg",2695,2695,0,0,0,Meena Bazaar,https://www.myntra.com/sarees/meena-bazaar/meena-bazaar-burgundy--gold-toned-woven-design-zari-art-silk-saree/22955348/buy
169,Pure Chiffon Leheriya Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22924508/2023/4/27/a4e38ffd-28bc-43f3-9d35-30896a66f23b1682615220020KaliniGreenChiffonEthnicEmbellishedFestiveSareewithMatchingB1.jpg",719,2999,0,0,76,KALINI,https://www.myntra.com/sarees/kalini/kalini-leheriya-printed-embellshed-pure-chiffon-saree/22924508/buy
170,Gold-Plated Necklace,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg",339,1699,0,0,80,ROFARWORD,https://www.myntra.com/necklace-and-chains/rofarword/rofarword-gold-plated-necklace/22915834/buy
171,Printed Cotton Ethnic Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22913652/2023/4/27/7d24511e-518b-4f93-9d6a-761af6d8d1881682568266790SCAKHIWomenPinkEthnicMotifsPrintedKeyholeNeckFloralAnarkaliK1.jpg",4671,7299,0,0,36,SCAKHI,https://www.myntra.com/ethnic-dresses/scakhi/scakhi-floral-printed-cotton-ethnic-dress/22913652/buy
172,Printed Pure Cotton Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22941938/2023/4/28/449af3b2-432c-43ed-8a08-6145c4027f121682688263921Sarees1.jpg",1063,3799,0,0,72,Anouk,https://www.myntra.com/sarees/anouk/anouk-geometric-printed-pure-cotton-saree/22941938/buy
173,Paisley Kanjeevaram Saree,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915730/2023/4/27/4bcfb1e8-4c70-4493-9604-82feb04859311682590180753Sarees1.jpg",4999,4999,0,0,0,MIMOSA,https://www.myntra.com/sarees/mimosa/mimosa-paisley-woven-design-zari-kanjeevaram-saree/22915730/buy
174,Floral Printed Anarkali Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22915046/2023/4/27/49ddaa8c-db42-4a33-8a67-53735bfd1f4a1682584539837RedBatikPrintAnarkaliKurta1.jpg",2600,2600,0,0,0,INDYA,https://www.myntra.com/kurtas/indya/indya-floral-printed-mirror-work-anarkali-kurta/22915046/buy
