transaction_id,amount,sender_balance_before,sender_balance_after,receiver_balance_before,receiver_balance_after,transaction_type,hour,month_2026,day_of_week,device_type,region,is_fraud
UIWYHGPAY,103.38,44375.4,44272.02,46223.6,46326.98,peer,14,9,Fri,smartphone,Eldoret,0
UEQXDC0CI,326.39,62992.03,62665.64,2033.69,2360.08,paybill,23,5,Sun,smartphone,Kisumu,0
UG4JO9IQM,534.49,26638.96,26104.47,13568.32,14102.81,till,4,7,Tue,feature,Nairobi,0
UGK47395E,1096.29,49382.18,48285.89,26737.77,27834.06,paybill,23,7,Sat,feature,Mombasa,0
UARVGJZ39,51.52,10810.57,10759.05,32537.46,32588.98,till,2,1,Mon,feature,Nairobi,0
UJRAX9D6O,5674.82,25105.56,19430.74,22262.94,27937.76,peer,6,10,Wed,smartphone,Nakuru,0
ULW10EP0X,2470.74,62655.45,60184.71,10202.0,12672.74,paybill,11,12,Wed,feature,Kisumu,0
UEHGVCPQ7,1857.58,65556.08,63698.5,44772.9,46630.48,paybill,14,5,Tue,smartphone,Mombasa,0
UF743OUDQ,5.12,61813.5,61808.38,16045.82,16050.94,till,10,6,Tue,feature,Mombasa,0
UIPUFVI1K,240.41,32958.15,32717.74,28541.69,28782.1,peer,23,9,Sun,smartphone,Nakuru,0
UJ1M2EYGJ,3759.7,77773.55,74013.85,32955.67,36715.37,paybill,15,10,Thu,smartphone,Kisumu,0
UFUWTHT91,5715.23,27366.59,21651.36,20060.7,25775.93,peer,3,6,Mon,smartphone,Kisumu,0
UHUCLZ2Z0,1098.75,1543.45,444.7,32187.5,33286.25,till,12,8,Mon,feature,Nairobi,0
UFGYGFEZO,4701.96,15238.18,10536.22,6402.09,11104.05,paybill,16,6,Mon,smartphone,Eldoret,0
UGWAE7YDX,2627.2,76822.13,74194.93,49757.67,52384.87,till,17,7,Thu,feature,Nairobi,0
UHLSGAOHW,3423.08,64652.47,61229.39,41714.11,45137.19,paybill,8,8,Wed,smartphone,Nairobi,0
UHB8TOM60,534.6,52487.75,51953.15,9487.04,10021.64,peer,11,8,Thu,smartphone,Nairobi,0
UEUJ8ZAE8,2646.62,53037.04,50390.42,22633.53,25280.15,till,17,5,Wed,feature,Eldoret,0
UJXBU2Z4S,1010.98,71890.42,70879.44,36014.98,37025.96,peer,8,10,Thu,feature,Nairobi,0
UDUSQS2EU,2111.69,52919.9,50808.21,48691.11,50802.8,paybill,1,4,Tue,smartphone,Eldoret,0
UID4V8GWO,422.83,75651.96,75229.13,21861.3,22284.13,paybill,23,9,Tue,feature,Kisumu,0
UFR97UPFG,9418.34,36902.02,27483.68,32130.66,41549.0,till,21,6,Tue,smartphone,Kisumu,0
UL98HU3EQ,86.72,79424.48,79337.76,3328.11,3414.83,till,4,12,Fri,smartphone,Nairobi,0
UIPKSNQKW,4407.6,33492.95,29085.35,33221.63,37629.23,till,1,9,Thu,smartphone,Kisumu,0
UB8WR4S4D,2038.11,2314.1,275.99,14339.75,16377.86,paybill,5,2,Tue,smartphone,Eldoret,0
UL6PP2YR5,1386.47,60883.62,59497.15,33783.14,35169.61,peer,11,12,Tue,smartphone,Eldoret,0
UEW4RD3O2,7046.17,46912.64,39866.47,47583.51,54629.68,till,10,5,Tue,feature,Kisumu,0
UE1AS83OW,1564.82,46573.61,45008.79,49267.59,50832.41,peer,0,5,Wed,feature,Kisumu,0
UD6TOH9JQ,469.59,2359.58,1889.99,12601.13,13070.72,peer,22,4,Wed,feature,Eldoret,0
UKBNKNSLM,454.57,29553.43,29098.86,28833.7,29288.27,till,22,11,Tue,smartphone,Nakuru,0
UCE16GKUF,365.77,78974.41,78608.64,18524.06,18889.83,till,18,3,Sun,smartphone,Mombasa,0
UGHJRZN0B,1773.75,72665.01,70891.26,27360.01,29133.76,till,16,7,Sat,feature,Eldoret,0
UGW2K0LUM,1857.05,40462.0,38604.95,1951.98,3809.03,till,10,7,Fri,smartphone,Kisumu,0
UDZF48DEY,1258.31,71588.67,70330.36,48300.17,49558.48,peer,22,4,Mon,feature,Mombasa,0
UK6GT58DO,1579.46,46994.45,45414.99,27740.38,29319.84,till,10,11,Thu,smartphone,Mombasa,0
UCCY90F2W,2224.9,3389.05,1164.15,40378.42,42603.32,peer,20,3,Sun,feature,Nairobi,0
UCG029T6J,461.17,13225.73,12764.56,25042.82,25503.99,paybill,7,3,Thu,smartphone,Nairobi,0
ULA2SMSY4,120.49,13600.99,13480.5,48002.25,48122.74,paybill,3,12,Sat,feature,Kisumu,0
UCYOGINPT,1212.27,77789.22,76576.95,24920.76,26133.03,till,4,3,Tue,feature,Mombasa,0
UBM7F6I1O,1693.88,56696.27,55002.39,5215.52,6909.4,peer,8,2,Mon,smartphone,Nairobi,0
UGJK2EGV1,2272.79,36095.01,33822.22,28785.96,31058.75,peer,8,7,Sat,feature,Mombasa,0
UFF4E86AQ,703.76,32937.53,32233.77,23827.11,24530.87,peer,12,6,Thu,smartphone,Mombasa,0
UDS9S02QY,3583.37,35724.93,32141.56,25718.07,29301.44,paybill,17,4,Fri,smartphone,Nakuru,0
UJ58JEB0T,185.24,9954.93,9769.69,3974.46,4159.7,till,0,10,Tue,smartphone,Nairobi,0
UDY0PWP1O,897.1,54854.13,53957.03,32498.0,33395.1,paybill,14,4,Sun,feature,Nairobi,0
UGQIULVB3,876.47,37537.31,36660.84,1074.82,1951.29,till,20,7,Mon,feature,Kisumu,0
ULOXX3BQY,4223.64,48329.92,44106.28,22035.35,26258.99,paybill,10,12,Sun,smartphone,Nakuru,0
UAIB3EEJE,367.15,25905.16,25538.01,31915.27,32282.42,till,13,1,Sun,smartphone,Eldoret,0
UK6W7J4WW,5271.19,74785.23,69514.04,9110.89,14382.08,till,12,11,Sat,smartphone,Mombasa,0
UIUXYKCIP,4144.4,67798.32,63653.92,34641.68,38786.08,paybill,16,9,Thu,smartphone,Nakuru,0
UIZEPDBBT,1365.22,19196.12,17830.9,31990.21,33355.43,till,9,9,Sat,smartphone,Nairobi,0
UA5IGNPUX,405.29,55551.47,55146.18,18877.41,19282.7,peer,21,1,Thu,smartphone,Mombasa,0
UAFRFLEZD,346.78,8190.21,7843.43,13121.85,13468.63,peer,10,1,Fri,feature,Nakuru,0
UIS0M9DYC,1672.94,52470.76,50797.82,41279.48,42952.42,till,13,9,Wed,feature,Mombasa,0
UAY49AISX,1006.15,63714.0,62707.85,43968.35,44974.5,paybill,4,1,Sat,feature,Nairobi,0
UBA14E7J1,47.3,78380.83,78333.53,24334.61,24381.91,till,9,2,Mon,feature,Eldoret,0
UB6IZUNHU,5600.4,2764.08,0.0,8451.52,14051.92,till,14,2,Mon,feature,Eldoret,1
UKYAWYLD6,784.48,72775.77,71991.29,41493.41,42277.89,paybill,4,11,Sat,smartphone,Eldoret,0
UCCPD21NP,83.13,18325.01,18241.88,1505.68,1588.81,till,3,3,Fri,feature,Kisumu,0
UKC4872N3,1699.67,74890.27,73190.6,27295.82,28995.49,till,13,11,Mon,smartphone,Eldoret,0
UBAMQRTML,1089.46,61604.46,60515.0,2582.41,3671.87,peer,1,2,Mon,feature,Eldoret,0
UHNR8US4I,380.67,40655.06,40274.39,32511.51,32892.18,peer,22,8,Sat,smartphone,Mombasa,0
UGFQREMIX,236.63,70044.14,69807.51,34102.6,34339.23,peer,9,7,Mon,smartphone,Eldoret,0
UHVN6P8AS,7232.27,41321.9,34089.63,4828.71,12060.98,peer,10,8,Sun,feature,Eldoret,0
UAJPXNAT5,2236.47,27883.51,25647.04,5644.64,7881.11,peer,10,1,Wed,smartphone,Kisumu,0
UHWP5R8VW,407.99,16497.72,16089.73,15561.42,15969.41,paybill,18,8,Wed,feature,Nakuru,0
UIPD5WUS3,312.32,28688.82,28376.5,25302.46,25614.78,paybill,15,9,Sun,smartphone,Nakuru,0
UK063287V,180.32,70252.07,70071.75,13639.03,13819.35,peer,4,11,Sun,smartphone,Mombasa,0
UGTBV8986,1309.86,23096.39,21786.53,16966.36,18276.22,peer,1,7,Sat,feature,Mombasa,0
UGTU9YUB8,266.36,45591.14,45324.78,40776.33,41042.69,till,20,7,Tue,feature,Eldoret,0
UBN3ACZ57,132.25,1955.69,1823.44,9667.61,9799.86,peer,13,2,Mon,feature,Nakuru,0
UBZGZQO3O,426.38,19355.63,18929.25,40882.67,41309.05,paybill,2,2,Thu,smartphone,Nairobi,0
UADL1X7K4,964.05,39134.2,38170.15,8002.75,8966.8,paybill,20,1,Fri,smartphone,Kisumu,0
UH9F162GP,42.34,24952.57,24910.23,16809.87,16852.21,till,15,8,Mon,smartphone,Eldoret,0
UD38HB5Y5,2470.91,35954.68,33483.77,5392.98,7863.89,till,20,4,Wed,feature,Nairobi,0
UDL8X7WR5,4040.15,4518.6,478.45,27973.67,32013.82,paybill,13,4,Sat,feature,Kisumu,0
UIWLNEDS3,1794.97,15873.96,14078.99,19026.02,20820.99,paybill,6,9,Fri,feature,Kisumu,0
UJOJ7OLS8,107.14,50726.28,50619.14,36540.03,36647.17,peer,10,10,Wed,feature,Nakuru,0
UCPCWKRAR,2173.88,26148.66,23974.78,28739.62,30913.5,paybill,13,3,Thu,feature,Eldoret,0
UIUQM0YPR,184.12,56278.1,56093.98,28370.7,28554.82,peer,20,9,Tue,feature,Mombasa,0
UDMPBDTC5,1058.82,52318.02,51259.2,16996.53,18055.35,till,13,4,Sat,smartphone,Mombasa,0
UHZG0UBH4,239.65,53829.03,53589.38,39020.86,39260.51,paybill,5,8,Wed,feature,Nairobi,0
UAC0GG3AF,5876.5,24050.0,18173.5,33155.4,39031.9,till,11,1,Wed,feature,Eldoret,0
UAK1EJUY8,798.51,37529.75,36731.24,2339.83,3138.34,peer,6,1,Sat,smartphone,Nairobi,0
UDLS4UHYH,1728.98,42027.46,40298.48,10301.03,12030.01,till,22,4,Fri,smartphone,Nakuru,0
UBWHI5DEW,787.68,36938.89,36151.21,5254.45,6042.13,peer,6,2,Wed,smartphone,Kisumu,0
UDQH53L3T,132.46,44509.11,44376.65,15938.79,16071.25,till,15,4,Thu,smartphone,Mombasa,0
UB4IJTSNH,95.34,10288.78,10193.44,35666.26,35761.6,till,1,2,Tue,smartphone,Eldoret,0
UDXHC8PVN,882.13,50901.95,50019.82,3526.03,4408.16,till,5,4,Fri,feature,Mombasa,0
UF82NTVNQ,379.29,21155.82,20776.53,30833.36,31212.65,peer,16,6,Tue,feature,Nairobi,0
UB330IXWB,123.73,63084.3,62960.57,38400.03,38523.76,paybill,15,2,Wed,smartphone,Nakuru,0
UEEJTJLNJ,2220.08,69890.84,67670.76,27198.01,29418.09,till,0,5,Mon,smartphone,Nakuru,0
UL4OHA7HP,254.62,36347.66,36093.04,47028.53,47283.15,paybill,16,12,Thu,feature,Mombasa,0
UBX8RIIRF,1349.8,9746.08,8396.28,26620.48,27970.28,peer,18,2,Tue,feature,Nairobi,0
UI9QER8XX,2378.64,29961.96,27583.32,45452.43,47831.07,peer,15,9,Wed,smartphone,Nairobi,0
UGN592CJ0,3739.66,6658.98,2919.32,43982.26,47721.92,till,21,7,Mon,smartphone,Nairobi,0
ULMBUNHO2,2160.92,45529.01,43368.09,13516.9,15677.82,till,5,12,Thu,feature,Nakuru,0
UED90PM5U,451.15,63145.32,62694.17,14347.35,14798.5,paybill,5,5,Mon,smartphone,Nairobi,0
UFV60V9YA,329.56,68852.21,68522.65,21750.5,22080.06,till,10,6,Fri,smartphone,Nairobi,0
UI21E1A7O,973.92,74438.84,73464.92,8859.76,9833.68,paybill,23,9,Sun,smartphone,Eldoret,0
UBUQ8V81H,3893.09,36945.91,33052.82,44730.53,48623.62,till,4,2,Mon,smartphone,Mombasa,0
UFDTBLSCS,2448.73,79843.0,77394.27,44292.74,46741.47,till,0,6,Sun,feature,Nakuru,0
UGWPIDVYF,5885.47,23752.8,17867.33,13210.79,19096.26,till,4,7,Tue,feature,Nairobi,0
UIFHNBU86,167.72,11432.89,11265.17,14267.79,14435.51,paybill,12,9,Wed,smartphone,Nakuru,0
UJCYMNE2J,563.39,17181.25,16617.86,37983.78,38547.17,paybill,1,10,Sun,smartphone,Nairobi,0
UIP4P97BE,2597.4,14249.37,11651.97,2047.07,4644.47,paybill,13,9,Sun,smartphone,Mombasa,0
UAVCP7WFL,1320.46,38190.98,36870.52,45042.01,46362.47,paybill,23,1,Fri,smartphone,Nairobi,0
UH599N1RE,1652.51,14474.32,12821.81,78.12,1730.63,peer,23,8,Wed,smartphone,Eldoret,0
UBJ3XC327,218.08,12690.59,12472.51,7571.58,7789.66,till,2,2,Tue,smartphone,Nairobi,0
UJF9UZTBU,2482.59,38987.95,36505.36,18447.34,20929.93,till,10,10,Fri,smartphone,Eldoret,0
UB72AD8EK,5668.16,48004.08,42335.92,37450.6,43118.76,paybill,16,2,Sat,smartphone,Mombasa,0
UCB6Y6HRV,4239.37,53839.05,49599.68,36976.32,41215.69,peer,12,3,Fri,feature,Nakuru,1
UF2QGMDSA,297.96,13476.86,13178.9,36504.27,36802.23,paybill,15,6,Thu,feature,Nakuru,0
UGVP73J36,512.15,9543.06,9030.91,5613.92,6126.07,paybill,12,7,Sun,feature,Kisumu,0
UH7URQZT1,390.39,45812.56,45422.17,44609.57,44999.96,peer,5,8,Tue,feature,Nairobi,0
UASRGS2I4,700.51,5599.11,4898.6,46988.91,47689.42,peer,9,1,Sat,smartphone,Nairobi,0
UJK59IMJB,5.71,42675.74,42670.03,41136.6,41142.31,peer,4,10,Thu,smartphone,Mombasa,0
UGOXYRNH0,54.7,15582.96,15528.26,25702.64,25757.34,peer,16,7,Sun,smartphone,Nakuru,0
UE8QQCIKA,3125.14,1573.43,0.0,36884.13,40009.27,till,0,5,Sat,feature,Nakuru,1
UGUZJ5IH9,1029.07,8749.68,7720.61,41940.86,42969.93,paybill,15,7,Sat,feature,Nairobi,0
UDNQPPEUK,1815.45,66798.59,64983.14,45174.13,46989.58,till,4,4,Wed,feature,Nakuru,0
UBV3QCL3Z,1028.89,54610.87,53581.98,35789.09,36817.98,paybill,21,2,Tue,smartphone,Nakuru,0
UE16DGTDL,1445.88,42341.62,40895.74,16020.16,17466.04,paybill,12,5,Mon,feature,Eldoret,0
UF6TEIL3J,196.69,17119.58,16922.89,16889.31,17086.0,paybill,1,6,Tue,smartphone,Kisumu,0
UFMD2JW98,861.28,42007.24,41145.96,14646.05,15507.33,peer,17,6,Fri,smartphone,Nairobi,0
UFLICDNLG,1868.93,67450.28,65581.35,824.03,2692.96,paybill,23,6,Fri,smartphone,Nairobi,0
UCBG2ZVN3,1244.26,14440.11,13195.85,27689.93,28934.19,peer,23,3,Mon,feature,Eldoret,0
UEG4HHC4G,234.98,14668.23,14433.25,40633.42,40868.4,peer,14,5,Wed,feature,Eldoret,0
UBWS6M678,1182.78,1231.7,48.92,48661.14,49843.92,till,6,2,Wed,smartphone,Nakuru,1
UB353URWA,1963.94,69594.31,67630.37,18327.72,20291.66,paybill,11,2,Tue,smartphone,Nakuru,0
UJWVQU2CJ,185.17,47444.56,47259.39,30272.8,30457.97,paybill,8,10,Wed,smartphone,Nakuru,0
UESBK72X4,3037.17,68022.84,64985.67,24485.04,27522.21,paybill,9,5,Mon,smartphone,Eldoret,0
UGM3FB8PL,2202.98,35667.79,33464.81,34718.57,36921.55,peer,14,7,Mon,smartphone,Nakuru,0
UKB9HTMWG,2704.1,63979.12,61275.02,13825.15,16529.25,paybill,23,11,Thu,feature,Mombasa,0
UDKY8KP43,729.34,21731.19,21001.85,19550.96,20280.3,till,18,4,Sun,feature,Eldoret,0
UGM1Q9T1K,2437.03,23390.87,20953.84,32559.07,34996.1,till,11,7,Thu,feature,Kisumu,0
UDLHRP8FY,5555.9,66799.59,61243.69,6080.24,11636.14,peer,16,4,Tue,feature,Kisumu,0
UBE0AVJ5A,634.45,57527.27,56892.82,46328.3,46962.75,peer,0,2,Sun,smartphone,Nairobi,0
UH95UA84C,161.4,19156.79,18995.39,3390.0,3551.4,paybill,22,8,Fri,smartphone,Mombasa,0
ULLL2QF34,1805.89,55539.57,53733.68,8237.79,10043.68,till,15,12,Sat,smartphone,Nairobi,0
UAA4AE3AQ,4753.24,72109.11,67355.87,17760.11,22513.35,paybill,22,1,Thu,feature,Nairobi,0
UL6FQ6UH0,1066.22,13943.52,12877.3,15357.19,16423.41,peer,10,12,Wed,feature,Mombasa,0
UE05YX657,3336.38,69227.8,65891.42,44134.3,47470.68,peer,10,5,Mon,feature,Nakuru,0
UDLA67PC7,4078.23,42039.52,37961.29,31355.59,35433.82,till,8,4,Wed,smartphone,Nairobi,0
UEYYLV086,1647.91,53198.58,51550.67,28417.4,30065.31,till,19,5,Fri,smartphone,Nairobi,0
UEZRPIR8D,1877.1,36035.09,34157.99,36066.34,37943.44,paybill,9,5,Wed,feature,Kisumu,0
UF70MBYFR,4176.31,59687.3,55510.99,47333.06,51509.37,paybill,23,6,Wed,smartphone,Nakuru,0
UDNYQ7962,687.04,60255.45,59568.41,42262.24,42949.28,peer,21,4,Tue,smartphone,Eldoret,0
UDZV9UIE9,3682.95,64541.92,60858.97,15356.13,19039.08,peer,18,4,Sun,feature,Nakuru,0
UKTCA1YUF,524.21,48927.77,48403.56,12166.84,12691.05,till,18,11,Thu,smartphone,Kisumu,0
UAY4GNOWV,4097.81,11108.26,7010.45,41562.75,45660.56,till,3,1,Mon,feature,Nakuru,0
UD7Y6V8A3,2364.41,50733.15,48368.74,6369.04,8733.45,paybill,10,4,Wed,smartphone,Mombasa,0
UG2FKYGLN,918.96,2708.08,1789.12,22746.0,23664.96,paybill,1,7,Sun,smartphone,Kisumu,0
UESMBFB02,1199.9,33009.98,31810.08,21893.69,23093.59,peer,23,5,Tue,smartphone,Nakuru,0
UB2OMIP1K,2006.8,48181.99,46175.19,22442.86,24449.66,till,23,2,Sun,feature,Nakuru,0
UE30VVS5G,34.18,45080.19,45046.01,26016.68,26050.86,peer,16,5,Thu,feature,Mombasa,0
UER97WR0K,4565.85,67638.35,63072.5,14499.63,19065.48,paybill,4,5,Mon,feature,Kisumu,0
UAU1LUZPW,638.03,44052.22,43414.19,21535.06,22173.09,till,15,1,Mon,feature,Nakuru,0
UDJDYFK48,5971.59,24362.19,18390.6,7636.25,13607.84,peer,19,4,Tue,smartphone,Eldoret,0
UC7LK5I4G,5221.73,37488.95,32267.22,26229.52,31451.25,till,0,3,Sat,feature,Eldoret,0
UCOE7Y3VE,461.0,79889.91,79428.91,14369.44,14830.44,peer,17,3,Mon,smartphone,Mombasa,0
UBXCSE2KG,498.23,22011.93,21513.7,31709.6,32207.83,peer,13,2,Sun,feature,Kisumu,0
UKVQLAEUO,894.69,46510.62,45615.93,33065.15,33959.84,peer,10,11,Sat,feature,Eldoret,0
UARI4FN9N,54.13,46893.26,46839.13,46633.16,46687.29,peer,20,1,Tue,feature,Mombasa,0
UE403WZ0G,2801.0,35319.79,32518.79,17315.39,20116.39,peer,21,5,Tue,smartphone,Mombasa,0
UD3ITVYJL,863.04,61504.67,60641.63,15863.88,16726.92,paybill,6,4,Thu,feature,Eldoret,0
UBGAZ1KC5,179.09,29540.24,29361.15,13758.38,13937.47,peer,6,2,Sat,feature,Nairobi,0
UDD0GB7PM,848.45,33237.05,32388.6,23289.31,24137.76,peer,3,4,Sun,feature,Eldoret,0
UE20OYBB4,426.97,40214.48,39787.51,47164.19,47591.16,till,17,5,Wed,smartphone,Mombasa,0
UB9M6XLI1,1067.93,26401.41,25333.48,16004.13,17072.06,paybill,6,2,Fri,feature,Kisumu,0
UDEGMJYUE,1943.78,64207.68,62263.9,43744.89,45688.67,till,7,4,Sun,feature,Mombasa,0
UI7DCPP5B,1726.72,31697.72,29971.0,44369.89,46096.61,peer,9,9,Thu,smartphone,Mombasa,0
UA0RRG296,1286.79,36271.31,34984.52,2697.12,3983.91,till,3,1,Sat,smartphone,Mombasa,0
UBNX6WXAF,166.86,50440.6,50273.74,46004.87,46171.73,paybill,6,2,Sat,feature,Mombasa,0
UGHSMSW9C,681.03,66137.1,65456.07,49033.64,49714.67,peer,1,7,Thu,smartphone,Nairobi,0
ULR6SSY59,803.57,17070.63,16267.06,9465.83,10269.4,till,4,12,Wed,smartphone,Nairobi,0
UBNYV5WI0,345.66,57585.37,57239.71,8906.83,9252.49,paybill,19,2,Sat,feature,Nairobi,1
ULKX1CXBX,2127.29,66496.6,64369.31,10952.99,13080.28,peer,18,12,Mon,smartphone,Mombasa,0
UKPOE9FWC,548.13,19646.24,19098.11,39844.79,40392.92,peer,22,11,Thu,feature,Nakuru,0
UKCFUFU9E,228.99,30583.19,30354.2,48118.12,48347.11,peer,19,11,Wed,feature,Kisumu,0
UDURYZRHT,2221.33,51446.4,49225.07,10382.92,12604.25,till,23,4,Wed,feature,Nairobi,0
UE5ZDDA2A,2482.03,74271.76,71789.73,21677.11,24159.14,peer,20,5,Fri,feature,Eldoret,0
UEY8KB2BU,679.43,50829.41,50149.98,45679.52,46358.95,peer,7,5,Tue,feature,Nakuru,0
UI9O2Z4Y6,2256.01,49370.61,47114.6,47921.67,50177.68,till,14,9,Fri,feature,Mombasa,0
UI92S7NMZ,1038.16,64950.62,63912.46,13369.92,14408.08,till,18,9,Mon,smartphone,Nakuru,0
ULY2DT9VY,580.03,55949.48,55369.45,48336.48,48916.51,till,3,12,Sun,feature,Eldoret,0
UJVC66LG7,1261.58,66145.06,64883.48,27818.2,29079.78,peer,7,10,Fri,feature,Mombasa,0
UCYHHDN7C,2620.78,26409.7,23788.92,22253.23,24874.01,till,1,3,Sun,feature,Mombasa,1
UE2Q5HAFR,455.52,34949.17,34493.65,21791.72,22247.24,paybill,10,5,Wed,smartphone,Kisumu,0
UBH8VN0L0,818.76,44180.45,43361.69,4836.77,5655.53,paybill,20,2,Mon,feature,Kisumu,0
UF0S7DSFI,304.2,65505.06,65200.86,29273.49,29577.69,paybill,12,6,Tue,feature,Mombasa,0
UKQQRMDX5,1931.72,58027.21,56095.49,34794.34,36726.06,peer,2,11,Wed,feature,Eldoret,0
UHG5GFUXG,337.23,62294.95,61957.72,41684.45,42021.68,till,3,8,Fri,smartphone,Nakuru,0
UL2071H6Q,3505.77,2380.16,0.0,28393.52,31899.29,till,6,12,Sun,smartphone,Eldoret,1
UIVSGERSO,3424.64,15509.72,12085.08,28388.68,31813.32,paybill,23,9,Fri,smartphone,Kisumu,0
UHDTYM4ZJ,3342.38,72563.61,69221.23,18160.97,21503.35,paybill,6,8,Thu,smartphone,Kisumu,0
UJFCF5P8H,2091.38,57747.3,55655.92,2076.33,4167.71,till,18,10,Sat,smartphone,Mombasa,0
UHCHZ3PSH,634.03,17050.32,16416.29,49621.28,50255.31,paybill,2,8,Mon,feature,Nakuru,0
UD48VYJO9,1545.11,48536.71,46991.6,25887.42,27432.53,paybill,15,4,Mon,feature,Nakuru,0
UDH1RYRSJ,977.62,38024.55,37046.93,3006.31,3983.93,till,4,4,Fri,feature,Eldoret,0
UKX406BYV,462.02,30689.63,30227.61,21727.76,22189.78,peer,15,11,Thu,smartphone,Kisumu,0
UH3XMDJA5,2018.99,21855.9,19836.91,25782.69,27801.68,paybill,14,8,Sun,smartphone,Nakuru,0
UGJ9029NQ,1477.72,22950.3,21472.58,18008.31,19486.03,till,3,7,Fri,smartphone,Eldoret,0
ULLSB1IPF,277.68,74567.06,74289.38,31707.6,31985.28,peer,5,12,Sun,feature,Eldoret,0
UHYL6TE4A,1911.19,73586.14,71674.95,49386.66,51297.85,paybill,19,8,Mon,feature,Mombasa,0
UJMDMGU7S,3542.81,34512.68,30969.87,6527.62,10070.43,paybill,11,10,Sun,feature,Kisumu,0
UIJUPJC6P,3059.1,52080.15,49021.05,1782.47,4841.57,paybill,19,9,Mon,smartphone,Nakuru,0
UHKWWHWVY,2070.91,72482.88,70411.97,10692.4,12763.31,paybill,9,8,Fri,feature,Kisumu,0
UGHYL5UJ4,796.52,75684.35,74887.83,34934.86,35731.38,paybill,5,7,Thu,feature,Kisumu,0
UACK3P02D,963.85,26183.56,25219.71,36114.11,37077.96,till,11,1,Thu,smartphone,Nakuru,0
UCWKN8XWK,406.5,40920.79,40514.29,11486.0,11892.5,till,7,3,Sun,smartphone,Nairobi,0
UDPSWYKDE,2098.17,70377.21,68279.04,18700.62,20798.79,till,3,4,Tue,feature,Nairobi,0
UCYANATKN,1377.8,74394.5,73016.7,25504.2,26882.0,peer,19,3,Tue,smartphone,Kisumu,0
UIG334OP7,1824.8,37017.91,35193.11,45893.78,47718.58,paybill,9,9,Fri,smartphone,Mombasa,0
UIQ6OMZLA,32.89,25147.83,25114.94,5476.42,5509.31,paybill,15,9,Sun,feature,Nakuru,0
UG80IEFRI,1027.04,66065.95,65038.91,445.47,1472.51,till,9,7,Fri,feature,Eldoret,0
UJQ3RKELG,974.28,2070.29,1096.01,6878.7,7852.98,peer,19,10,Thu,smartphone,Nakuru,0
UAPGBP0XZ,2391.93,442.67,0.0,43059.56,45451.49,paybill,6,1,Tue,feature,Nakuru,1
UG9DHJMAU,1930.34,34459.56,32529.22,16578.77,18509.11,paybill,12,7,Fri,feature,Nakuru,0
UFZIJD67W,793.07,36706.94,35913.87,45464.49,46257.56,till,13,6,Fri,smartphone,Mombasa,0
UEH2089GJ,571.78,18706.36,18134.58,42288.48,42860.26,paybill,11,5,Wed,smartphone,Kisumu,0
ULS7GRYMN,1618.34,47336.41,45718.07,14219.19,15837.53,peer,0,12,Sun,feature,Kisumu,0
UD8HIEXLT,1585.28,12212.43,10627.15,33796.15,35381.43,peer,12,4,Mon,smartphone,Eldoret,0
UJO5U892I,5449.28,27327.39,21878.11,30625.36,36074.64,paybill,6,10,Wed,smartphone,Kisumu,0
UI9JO3V2N,191.7,77739.95,77548.25,4119.84,4311.54,till,18,9,Sun,feature,Mombasa,0
UELPCP1J2,6264.75,22654.91,16390.16,15671.34,21936.09,till,22,5,Sun,feature,Nakuru,0
UHTKQ3021,900.04,65230.69,64330.65,44975.86,45875.9,till,23,8,Thu,smartphone,Mombasa,0
UJYSC8EN8,926.51,67198.4,66271.89,25194.31,26120.82,peer,10,10,Fri,smartphone,Mombasa,0
UC3MLPZR1,206.11,65689.63,65483.52,36919.13,37125.24,paybill,9,3,Mon,feature,Nakuru,0
UKOEFIRST,54.03,66913.98,66859.95,2916.87,2970.9,paybill,5,11,Thu,feature,Mombasa,0
UJB2CQJ3Q,5143.61,21400.51,16256.9,11176.78,16320.39,peer,6,10,Tue,feature,Nairobi,0
UBU1XLWMB,2294.28,40687.45,38393.17,25810.59,28104.87,till,11,2,Sun,smartphone,Eldoret,0
UDUZQGWCL,589.05,20879.14,20290.09,42129.0,42718.05,till,14,4,Wed,smartphone,Eldoret,0
UASI4U87X,709.96,39715.34,39005.38,30873.56,31583.52,till,6,1,Thu,feature,Nakuru,0
UGKKLQDM6,145.74,34931.05,34785.31,37415.13,37560.87,peer,23,7,Wed,smartphone,Nakuru,0
ULFE35939,1649.87,2886.35,1236.48,46767.59,48417.46,till,2,12,Sun,feature,Eldoret,0
UHOLE53XO,2655.7,31900.9,29245.2,46713.74,49369.44,till,13,8,Mon,smartphone,Nakuru,1
UFCWGSG1L,1659.36,40327.9,38668.54,39246.1,40905.46,peer,20,6,Fri,smartphone,Nairobi,0
UA2O5X4CR,1482.49,25229.32,23746.83,31104.64,32587.13,paybill,23,1,Tue,feature,Eldoret,0
UGXPPG0GS,3512.0,34252.71,30740.71,47224.12,50736.12,till,6,7,Fri,feature,Mombasa,0
UKG3C6JCL,455.43,34727.89,34272.46,21934.26,22389.69,paybill,20,11,Sat,smartphone,Mombasa,0
ULYVZEYB6,76.6,47851.78,47775.18,27680.56,27757.16,peer,5,12,Thu,smartphone,Eldoret,0
UELC3QN1G,197.72,26018.6,25820.88,22195.25,22392.97,till,15,5,Wed,feature,Nairobi,0
